Store Number,Store Name,Address,Latitude,Longitude
91,Allen Solly AS Flagship Store Jayanagar,"Allen Solly Flagship store, No.12/29 (Old No.12), SOMS - VIVA 11th main road, 4th Block Jayanagar 560011",12.971891,77.641151
163,Allen Solly AS Mainline Royal Meenakshi,"Allen Solly (32916,100952) Shop no. G010B Ground Floor ,Royal Meenakshi Mall,Bannerghatta . Main Road,Bangalore-560076",12.875833,77.595558
164,Allen Solly AS Mainline Phoenix Market City,"Allen Solly, Shop No. F-38A, 1st Floor, Phoenix Market City Mall, K.R.Puram, Hobli, South Bangalore Taluk, Bangalore- 560048",12.996861,77.696198
165,Allen Solly AS Junior Phoenix Market City,"Allen Solly Junior, Store Shop 37 2nd floor phoenix market city mall K R Puram Hobli Bangalore South taluk bangalore 560048",12.997028,77.696281
166,Allen Solly AS Women Forum Mall Koramagala,"Solly Women, Unit No.103 1st Floor,Forum Mall Hosur Road.Bangalore-560095",12.928766,77.615517
167,Allen Solly Mantri Square Mall,"Allen Solly, UG 67 & 69 Mantri Mall, Municipal No.1, II main Road, Malleshwaram, Bangalore, 560003",12.991750,77.570580
168,Allen Solly AS Women Phoenix Market city Mall,"Solly Women Shop -No#G 49A,Phoenix Market City Mall.K.R.Puram Hobli.South Bangalore Taluk Bangalore-560048",12.995444,77.696136
170,Allen Solly AS Junior Forum Value Mall,"Allen solly Junior, No-62, Shop no-112, 1st floor, Forum value mall, Whitefield, Bangalore-66",12.570000,77.440002
171,Allen Solly AS Junior Mantri Square,"Allen solly Junior, No-61 , 2nd floor, Mantri Square, Malleshwaram, Banagalore - 560003",12.991600,77.570602
172,Allen Solly AS Mainline Orion Mall,"Allen Solly, UGF - 35, Brigade Orion Mall, Brigade gateway, 26/1, 80 feet road, Dr.Rajkumar road, Bangalore - 560055",13.010900,77.555000
176,Allen Solly AS Junior Orion Mall,"Allen Solly Junior,Brigade Orion Mall,Brigade Gateway,26/1,80 Feet Road Dr,Rajkumar Road,Bangalore-560055",13.014722,77.556442
1662,Allen Solly AS Business Store Mantri Mall,"Allen Solly, UG 67 & 69 Mantri Mall, Municipal No.1,II nd main rd, sampige Road, Malleshwaram, Bangalore,-Karnataka 560003",12.991750,77.570580
3965,Allen Solly Allen Solly,"Allen Solly, 777c, HAL 2nd Stage, 100 feet road, Indiranagar, Bangalore - 560038",12.967966,77.641113
4171,Allen Solly Allen Solly,"Allen Solly, Bearing No. 424, New PID No. 174-W0411-44, 10th Cross, 27th main, Sector 1, HSR Layout, Bangalore",12.917829,77.651810
4209,Allen Solly Basaveshwar nagar,"Allen Solly, Bearing “A”, No.465, PID No.19-1-465, 1st Block, 3rd Stage, Basaveshwaranagara Bangalore 560079",12.994906,77.539764
4210,Allen Solly New Bel Riad,"Allen Solly,No. 210, Below CANARA BANK,New BEL Road, MGE.CHBS Layout, Devasandra North of Bangalore-54",13.029760,77.570686
4242,Allen Solly ALLEN SOLLY,ALLEN SOLLY 465.PID NO19-465 1ST BLOCK 3RD STAGE BASAVESHWARANAGARA BANGALORE560079,18.520399,73.856697
4279,Allen Solly ALLEN SOLLY,"Allen Solly,No. 210, Below CANARA BANK,New BEL Road, MGE.CHBS Layout, Devasandra North of Bangalore-560054",13.014700,77.341400
4333,Allen Solly Allen Solly,"Shop no. UGF- 13, RMZ galleria, Yelhanka bangalore - 560064",0.000000,0.000000
4443,Allen Solly PETER ENGLAND,"PETER ENGLAND,834 GROUND FLOOR BEML LAYOUT 3RD STAGE RAJARAJESHWARI NAGAR BANGALORE-560098",12.910000,77.519997
4505,Allen Solly Allen Solly,"ALLEN SOLLY,PIDNO-79-2-50/51/52, BBMP MUNCIPAL SITE NO- 50/51/52, COMMERCIAL STREET BANGALORE, 560001",12.982190,77.608360
4506,Allen Solly Allen Solly,"ALLEN SOLLY,PIDNO-79-2-50/51/52, BBMP MUNCIPAL SITE NO- 50/51/52, COMMERCIAL STREET BANGALORE, 560001",12.982190,77.608360
4507,Allen Solly Allen Solly,"ALLEN SOLLY,PIDNO-79-2-50/51/52, BBMP MUNCIPAL SITE NO- 50/51/52, COMMERCIAL STREET BANGALORE, 560001",12.982190,77.608360
4605,Allen Solly Allen Solly,"The Forum Mall,Shop No 135,1st Floor No 21,Hosur Road ,Bangalore -560029",0.000000,0.000000
4608,Allen Solly Allen Solly,"Allen Solly, Shop No 135, First Floor, Forum Mall 21 Hosur Road Bangalore, Karnataka- 560029",0.000000,0.000000
4620,Allen Solly Allen Solly,"""Allen Solly, Ground Floor, Bearing No 6, Situated at P&T Colony, R T Nagar, Bangalore- 560032""",0.000000,0.000000
112,Allen Solly AS Mainline Mangalore-City Centre,"Allen Solly Shop No 9,10,11 1st floor City centre mall , KS Rao road Mangalore 575001",12.871694,74.842499
115,Allen Solly Forum Fiza Mall,"Allen Solly, Forum Fiza Mall, Shop No. 217, Second Floor Pandeshwar, Mangalore, 575001",12.857833,74.838470
70,Allen Solly AS Junior Devaraj Urs Road Junior,"Allen Solly Junior,site No60 devraj urs road D devraj urs road Mysore -570001",12.309243,76.649055
94,Allen Solly AS Business Store Devraj Urs Road,"ALLEN SOLLY, SHOP NO-149, DEVRAJ URS ROAD, DEVRAJ MOHALLA, MYSORE-570001",15.858972,74.509361
4043,Allen Solly Allen Solly,"Allen solly #12 Upper Ground Floor, Forum Center City Abba Road Nazarbad Mohalla Mysore-570010",12.311827,76.652962
99,Allen Solly AS Mainline Cherooty Road,Allen Solly 382-DB Road Old opposite Reliance FootPrint coimbatore 641002,11.436886,76.300575
154,Allen Solly AS Mainline FOCUS MALL,"Allen Solly,shop No-211,First floor,Focus Mall,Rajaji Road,Calicut-673008",11.258667,75.785332
155,Allen Solly Hilite Mall,"Allen Solly ,Shop No. 1108A, First floor 110 TI Business Park Hilite City Thondayad By pass, GA College PO, 673014",11.249028,75.834831
156,Allen Solly Hilite Mall,"Allen Solly ,Shop No. 1107A, Ground floor 01 TI Business Park Hilite City Thondayad By pass, GA College PO ,673014",11.248889,75.833473
157,Allen Solly Hilite Mall,"Allen Solly ,Shop No. 2067, Second Floor, 01 TI Business Park Hilite City Thondayad By pass, GA College PO, 673014",11.248444,75.833748
42,Allen Solly AS Mainline M G Road,"Allen solly ground floor 40/8876 , mg road, cochin - 682035",9.978139,76.283417
68,Allen Solly AS Mainline By pass Road,"Allen solly,shop No33/1914/D3, By-pass road ,palarivattom ,cochin -682028",9.997833,76.314468
1200,Allen Solly AS Junior LULU Mall,"Allen solly Junior ,Unit No.S 37,LULU International Shopping Mall,34/1000,NH 47,edappally Cochin -682024",10.026667,76.308083
4442,Allen Solly Allen Solly,"ALLENSOLLY,F 32&33,FIRST FLOOR,LULU MALL,COCHIN-682024",10.026900,76.307999
145,Allen Solly AS Mainline Lulu Mall,"Allen solly f32&33 1st floor,lulu mall,edappally,cochin-682024",10.026778,76.307831
4617,Allen Solly Allen Solly,"Allen Solly, Plot No: 43/1090, Door No:, Kurumpelil Avenue, Polayathodu Junction, Vadakkevila Village, Kollam, Kerala 691021",0.000000,0.000000
63,Allen Solly Center Shastry Road,"Allen Solly No. IX/492 Trade Center Shastry Road Kottayam kerala, 686001",9.592056,76.524750
77,Allen Solly AS Mainline Thrissur Palace Road,"Alllen Solly, Devassy Building, Palace Road, Thrissur 680020",10.526389,76.217804
4123,Allen Solly Allen Solly,"Allen Solly, Aditya Birla Fashion & Retail Ltd. , FS 20, FF, Sobha City Mall, Kuttoor Village, Thrissur 680551",10.549846,76.183426
14,Allen Solly AS Mainline MG Road - Trivandrum,"Allen Solly, No-25/2451,MG Road, Pulimoodu, Trivandrum-695001",8.494389,76.947777
2321,Allen Solly AS Junior Kowdiar,"Allen solly, Tc 4/162-10,Keston Road, kawdiar, Trivandrum-695003",8.515926,76.958778
160,Allen Solly AS Mainline C 21 Mall,"Allen solly, shop no 9 ground floor c 21 mall misroad road bhopal pin no -462026",23.167500,28.075001
181,Allen Solly AS Mainline DB Mall,"Allen solly , shop no f-10A, first floor DB city mall, Mp Nagar, Bhopal 462003 ,Madhaya pradesh .",23.232599,77.429901
4215,Allen Solly Allen Solly,"Allen Solly, F 25, 2nd floor, D B Mall, M P Nagar, Bhopal - 462003",23.232599,77.430000
1207,Allen Solly AS Mainline TI mall - Mainline,"Allen solly Mens, Shop no. 22 Second floor T.I Mall M.G road Indore Madhya pradesh 452001",22.721390,75.878334
4609,Allen Solly Allen Solly,"Allen Solly,Unit No. 22 shop No. situated at First floor, C21 Mall, at PU-4, A.B. Road, Indore, PIN 452010",0.000000,0.000000
53,Allen Solly AS Mainline RAJARAMPURI,"Allen Solly , 1856/A, E- ward, 6th Lane, RAJARAMPURI, KOLHAPUR, 416008",16.696333,74.247498
24,Allen Solly AS Mainline Korum Mall - Mumbai,"Allen Solly, Unit No F6, Korum Mall, Mangal Pandey road, Eastern Express Highway, Thane - 400601",19.202473,72.965691
26,Allen Solly AS Mainline Borivali,"Allen solly flagship store unit # 7, mayfair 14,tulsi baug,plot no 17a tsp no1,ramdas sutrale marg chandavarkar road,borivali mumbai-400092",19.231361,72.853584
54,Allen Solly AS Mainline Shimpoli Road,"Allen Solly,Shop No.15,Satra Park,Shimpoli Road,Opp.Veg Treat Hotel,Borivali (W). Mumbai - 400092",19.223749,72.848114
65,Allen Solly AS Junior Phoenix Lower Parel,"ALLEN SOLLY(JUNIOR),FIIA,SKYZONE,HIGHSTREET PHOENIX,LOWER PAREL,MUMBAI-400013.",18.995111,72.825638
102,Allen Solly AS Mainline Oberoi Mall,"Allen Solly, F-13, First Floor, Oberoi Mall, Western Express highway, Goregaon(e), Mumbai-400063",19.173944,72.860611
103,Allen Solly AS Mainline R City,"Allen solly shop No.G-36A ,R-city Mall,L.B.S. Road, Ghatkopar (W) Mumbai -400086",19.099611,19.099611
104,"Allen Solly AS Mainline Inorbit Mall, Malad","Allen Solly, Unit # F10/11 1st floor, Inorbit Mall, Link Road, Malad (West), Mumbai-400064",19.173000,72.835724
105,Allen Solly AS Women Phoenix High street,"Solly Women ,G2,GROUND FLOOR,GRAND GALLERIA,HIGHSTREET PHOENIX,LOWER PAREL,MUMBAI-400013.",18.994638,72.823723
106,"Allen Solly AS Mainline Phoenix Market City, Kurla","Allen Solly,G4, Phoenix Marketcity Mall L.B.S. Marg. Kamani Naka Kurla (W) Mumbai 400070",19.085972,72.888580
107,"Allen Solly AS Mainline Infinity mall, Malad","Allen Solly,Shop No112&113 1st floor infinity mall,malad (W). Mumbai - 400059",19.184807,72.834473
108,Allen Solly AS Mainline Vivan city,"Allen Solly,Shop No.G38 Ground floor Eastern Express Highway ,Next to Jupiter Hospital THANE (w) 400601",19.208973,72.972359
109,Allen Solly AS Junior R City,"Allen solly Junior, shop No.S-40 A ,Second Floor ,R-city Mall,L.B.S. Road, Ghatkopar (W) Mumbai -400086",19.099611,19.099611
110,Allen Solly AS Mainline Ghatkopar (W),"Allen solly shop No.F-51,First Floor ,R-city Mall,L.B.S. Road, Ghatkopar (W) Mumbai -400086",19.099611,19.099611
175,Allen Solly AS Mainline Inorbit Vashi,"Allen Solly Shop no G-6, Ground floor, Inorbit mall, Sector No 30, Vashi, Navi Mumbai- 400705",19.065779,73.000641
2027,Allen Solly AS Mainline VASHI,"AllenSolly,12-A Mahavir Centre,Turbhe Road, Sector-17,Vashi, Mumbai-400703.",19.074139,72.999359
3958,Allen Solly Allen Solly,"F-58,1st Floor,Seawoods Grand Central,NO R-1,Sector-40, Node Nerul,Seawoods Railway Station,Navi Mumbai-400706",13.048500,80.177498
4691,Allen Solly Allen Solly,"Unit no F-46 & F-58,First Floor,Grand Central Mall,Seawoods Station Road,Seawoods West,Navi Mumbai-400706",19.002850,73.014572
4510,Allen Solly ALLEN SOLLY,"53/B BUDHRAJA CENTER OPP, LIBERTY CINEMA SADAR NAGPUR.440001",21.157797,79.079514
4616,Allen Solly Allen Solly,"Allen Solly,Trillium Mall, First Floor, Unit no. 19,Medical Square to Baidyanath square Road, Rambagh, Nagpur -440003",0.000000,0.000000
100,Allen Solly AS Mainline City Centre Mall Nasik,"Allen Solly,Shop No MFS-16,Ground Floor,Nasik City Center Mall,Untewadi,Lawate Nagar,Nasik-422002",19.990768,73.759712
4512,Allen Solly Allen Solly,"Allen solly, Sy no. 718/2/3, Final Plot no. 475, bearing plot no. 6,Nashik-422002",20.004503,73.769386
7,Allen Solly AS Mainline J M ROAD,"Allen solly , 1260 A , sambaji mention , JM road , Pune : 411002",18.867779,74.435280
27,Allen Solly Hadapasar,"Allen Solly, Amanora Park township Village, Sadesatranali (17 1/2 Nalli), Hadapsar, Pune , 411028",12.971778,77.641113
32,Allen Solly AS Mainline Aundh,"Allen Solly Shop no 2 , S.no 167/168 , New Dp Road Aundh Pune 411007",18.564993,73.799362
55,Allen Solly AS Mainline KAKADE MALL,"Allen Solly, Shop No 9, SGS Mall, 231, Moledina Rd., Camp, PUne-411001",18.876732,74.470627
56,"Allen Solly AS Mainline Phoenix Market City, Pune","Allen Solly, Shop no UG 50, Phoenix Market City, Viman Nagar, Nagar Road, Pune 411 014.",18.562000,73.916901
59,Allen Solly AS Junior Phoneix Market City,"Allen Solly junior, 2nd floor, PMC Pune",18.520399,73.916901
60,Allen Solly Solly Jeans Phoenix Market City,"Solly Jeans Co,Unit No. F-55A, First Floor, Phoenix Market City, Viman Nagar Road, Lohegaon Haveli Pune.Maharastra 411014",18.562000,73.916901
4121,Allen Solly Allen Solly,"Allen Solly Unit No 15,Icc senapati bapt rd 30 Laxmi society model colony shivajinagar pune MH 411005",18.520399,73.856697
4198,Allen Solly Allen Solly,"Allen Solly, Shop No 1&2, Kalakmkar Paradise, Balewadi phata, Baner, Pune-411045",18.563000,73.783302
4618,Allen Solly Allen Solly,"Allen Solly, Unit No G12, Ground Floor,Seasons Mall, Magarpatta City, Hadapsar, Pune Maharashtra- 411013",0.000000,0.000000
4,Allen Solly AS Mainline RAMMARUTIRD,"Allen Solly, 2/3 R.M Pride ,Ram Maruti Road,Naupada,Thane ( West ) - 400602",19.192722,72.972420
86,Allen Solly AS Mainline JANPATH Near Pantaloons,Allen Solly Flagship store shop no- B - 53 Saheed Nagar Bhubaneswar -751007,20.292139,85.842499
4131,Allen Solly VH Mainline JANPATH,"ALLEN SOLLY,52/53 JANPATH,ASHOKNAGAR,BHUBANESWAR,ODISHA 751009",20.264973,85.839081
4513,Allen Solly Allen Solly,"Allen Solly Esplanade mall 1st floor Rasulgarh Industrial Estate, Bhubaneswar 751007",20.290001,85.849998
30,"Allen Solly AS Mainline Mall Road, Bathinda","Allen Solly Showroom ,2090-B Mall Road Bathinda Punajb -151001",30.211000,74.945503
13,Allen Solly AS Mainline Phase 7 Mohali,"Allen Solly , SCF-88 , Phase- 7 Market , SAS Nagar , Mohali , Punjab -160062",30.716307,76.707138
50,Allen Solly Solly Jeans SECTOR 17,"Allen Solly, SCO 20, Sector 17E, Chandigarh - 160017",30.740019,76.777657
79,Allen Solly AS Mainline Sector 17,"Solly Jeans, SCO-11, Near Indian Coffee House ,sector 17E, Chandigarh -160017",30.740862,76.780746
152,Allen Solly AS Mainline L & T Chandigarh,"Allen solly, No-126, 1st Floor, 178-178A, Elante Mall by L&T Industrial Area - Phase - 1, Chandigarh - 160002",30.705587,76.801147
153,Allen Solly AS Women L & T Elante,"Solly Women, Shop number 226, 2nd floor, Elante Mall, Chandigarh - 160002",30.705389,76.801247
2343,"Allen Solly Elante Mall, Chandigarh","Allen Solly, Shop No 126/127, 1st floor, Elante Mall, Industrial Area, Phase 1, Chandigarh - 160002",30.705601,76.801300
66,Allen Solly AS Mainline Model Town Market,"Allen Solly, 543 Model Town Market, Jalandhar City - 144003",31.306807,75.579865
116,Allen Solly AS Mainline MBD Neopolis Mall,"Allen solly,f-23,1st floor mbd neopolis mall ferozupur road ,ludhiana-141001",30.882860,75.781723
117,Allen Solly AS Mainline Pavilion Mall,"Allen Solly, Shop No. 104 A, 1st Floor, Bharti Pavilion Mall, Near Fountain Chowk, Ludhiana-141002",30.916000,75.840698
118,"Allen Solly AS Mainline Mall Road, Ludhiana","Allen Solly, #SF16(A),Second Floor, MDB NEOPOLIS Mall, Raj Guru Nagar,Ferojpur Road, Ludhiana-141012",30.882860,75.781723
119,Allen Solly AS Junior Silver Arc,"Allen Solly Junior,#B-XX-622,2nd floor,Silver Arc Mall,Ferozpur Road,Ludhiana-141001.",30.901306,75.853996
22,Allen Solly AS Mainline Celebration Mall,"Allen Solly, No G 15, ground floor, Celebaration Mall, Gaurav Path, Opposite Devendram Dham, Bhuwana, Udaipur - 313001",24.612556,73.702164
17,Allen Solly AS Mainline Annanagar,"Allen Solly, No: C-48 TNHB Ofiice Complex, 2nd Avenue, Anna Nagar, Chennai-600040",13.084694,80.215919
81,Allen Solly AS Mainline Mogappair,"Allensolly,shop no.3,Raj towers,Bearing No:105&106,HIG-1,Nolambur,Mogappair west,chennai-600037",13.081000,80.164581
146,"Allen Solly AS Mainline Phonenix Market City, Chennai","Allen Solly,Shop No:G-55,Phoenix Market City,No:142,Velachery Main Road,Velachery,Chennai-600042.",12.978611,80.218750
147,"Allen Solly AS Mainline Forum, Vadapalani","Allen Solly Shop No 25, No 183, Ground Floor, Forum Vijaya Mall, Arcot road, Vadapalani, The Forum Vijaya Mall, Chennai, Tamil Nadu 600026",13.050917,80.209526
148,Allen Solly AS Mainline Ampa Mall,"Allen solly No.102,1st Flr, skywalk Ampa No.1 Nelson Manickam Road , 627 Poonamallee High Road ,Aminjikarai, Chennai-29",30.366220,78.070374
149,Allen Solly AS Junior Express avenue,"Allen Solly junior, Top Floor, Express Avenue Mall",13.058667,80.264305
150,Allen Solly AS Business Store Express Mall,"Allen Solly no-117-118,1st floor,Express Avenue,no.49-50L whites road,Royapettah,Chennai-600014",13.058667,80.264305
